HS_NO       NOTE
7204410000 車削屑、刨削屑、碎粒屑、銑削屑、鋸屑、銼屑、修剪及衝片廢料，不論已否紮捆者
7204492000 剪口鐵
7204499010 舊船鋼鐵板片
7204499090 其他鋼鐵廢料及碎屑
7204500000 重熔用廢鑄錠
7205101000 粒狀之生鐵
7205102000 粒狀之鏡鐵、鋼鐵
7205210000 合金鋼粉
7205290010 其他粉狀之生鐵
7205290020 其他粉狀之鏡鐵、鋼鐵
7206100000 鐵及非合金鋼錠
7206900000 其他初級形狀之鐵及非合金鋼
7207110011 鐵或非合金鋼之半製品，以重量計含碳量小於０．２５％，但大於０．１２％，橫斷面為長方形（包括正方形），寬度２００公厘及以上且小於厚度二倍者
7207110012 鐵或非合金鋼之半製品，以重量計含碳量小於０．２５％，但大於０．１２％，橫斷面為長方形（包括正方形），寬度２００公厘以下且小於厚度二倍者
7207110021 鐵或非合金鋼之半製品，以重量計含碳量０．１２％及以下，橫斷面為長方形（包括正方形），寬度２００公厘及以上且小於厚度二倍者
7207110022 鐵或非合金鋼之半製品，以重量計含碳量０．１２％及以下，橫斷面為長方形（包括正方形），寬度２００公厘以下且小於厚度二倍者
7207120010 其他鐵或非合金鋼半製品，以重量計含碳量小於０．２５％但大於０．１２％，橫斷面為長方形者（正方形除外）
7207120020 其他鐵或非合金鋼半製品，以重量計含碳量０．１２％及以下，橫斷面為長方形者（正方形除外）
7207190010 其他鐵或非合金鋼半製品，以重量計含碳量小於０．２５％但大於０．１２％者
7207190020 其他鐵或非合金鋼半製品，以重量計含碳量０．１２％及以下者
7207200011 鐵或非合金鋼之半製品，以重量計含碳量０．２５％及以上但小於０．６％，橫斷面為長方形（包括正方形），寬度２００公厘及以上且小於厚度二倍者
7207200012 鐵或非合金鋼之半製品，以重量計含碳量０．２５％及以上但小於０．６％，橫斷面為長方形（包括正方形），寬度２００公厘以下且小於厚度二倍者
7207200013 鐵或非合金鋼半製品，以重量計含碳量０．２５％及以上但小於０．６％，橫斷面為長方形者（正方形除外）
7207200019 其他鐵或非合金鋼半製品，以重量計含碳量０．２５％及以上但小於０．６％者
7207200021 鐵或非合金鋼半製品，以重量計含碳量０．６％及以上，橫斷面為長方形（包括正方形），寬度２００公厘及以上且小於厚度二倍者
7207200022 鐵或非合金鋼半製品，以重量計含碳量０．６％及以上，橫斷面為長方形（包括正方形），寬度２００公厘以下且小於厚度二倍者
7207200023 鐵或非合金鋼半製品，以重量計含碳量０．６％及以上，橫斷面為長方形者（正方形除外）
7207200029 其他鐵或非合金鋼半製品，以重量計含碳量０．６％及以上者
7208101010 熱軋之鐵或非合金鋼扁軋製品，捲盤狀，經軋壓凸紋，厚度４．７５公厘及以上者
7208101020 熱軋之鐵或非合金鋼扁軋製品，捲盤狀，經軋壓凸紋，厚度３公厘及以上，但小於４．７５公厘者
7208109010 熱軋之鐵或非合金鋼扁軋製品，捲盤狀，經軋壓凸紋者，厚度小於３公厘者
7208109090 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，經軋壓凸紋者
7208251010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度４．７５公厘及以上但不超過６公厘，以重量計含碳量０．６％及以上且經酸浸洗者
7208251020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度６公厘及以上，以重量計含碳量０．６％及以上且經酸浸洗者
7208252010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度４．７５公厘及以上但不超過６公厘，以重量計含碳量０．２５％及以上但小於０．６％，且經酸浸洗者
7208252020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度６公厘及以上，以重量計含碳量０．２５％及以上但小於０．６％，且經酸浸洗者
7208253010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度４．７５公厘及以上但不超過６公厘，以重量計含碳量小於０．２５％者，且經酸浸洗者
7208253020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度６公厘及以上，以重量計含碳量小於０．２５％，且經酸浸洗者
7208261000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度３公厘及以上，但小於４．７５公厘，以重量計含碳量０．６％及以上，經酸浸洗者
7208262000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度３公厘及以上，但小於４．７５公厘，以重量計含碳量０．２５％及以上但小於０．６％，經酸浸洗者
7208263000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度３公厘及以上，但小於４．７５公厘，以重量計含碳量小於０．２５％，經酸浸洗者
7208271010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度１．５公厘及以上但小於３公厘，以重量計含碳量０．６％及以上，且經酸浸洗者
7208271020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度小於１．５公厘，以重量計含碳量０．６％及以上，且經酸浸洗者
7208272010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度１．５公厘及以上但小於３公厘，以重量計含碳量０．２５％及以上但小於０．６％，且經酸浸洗者
7208272020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度小於１．５公厘，以重量計含碳量０．２５％及以上但小於０．６％，且經酸浸洗者
7208273010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度１．５公厘及以上但小於３公厘，以重量計含碳量小於０．２５％，且經酸浸洗者
7208273020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度小於１．５公厘，以重量計含碳量小於０．２５％，且經酸浸洗
7208361000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度超過１０公厘，以重量計含碳量０．６％及以上者
7208362000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度超過１０公厘，以重量計含碳量０．２５％及以上但小於０．６％者
7208363000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度超過１０公厘，以重量計含碳量小於０．２５％者
7208371010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度４．７５公厘及以上但不超過６公厘，以重量計含碳量０．６％及以上者
7208371020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度６公厘及以上但不超過１０公厘，以重量計含碳量０．６％及以上者
7208372010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度４．７５公厘及以上但不超過６公厘，以重量計含碳量０．２５％及以上但小於０．６％者
7208372020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度６公厘及以上但不超過１０公厘，以重量計含碳量０．２５％及以上但小於０．６％者
7208373010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度４．７５公厘及以上但不超過６公厘，以重量計含碳量小於０．２５％者
7208373020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度６公厘及以上但不超過１０公厘，以重量計含碳量小於０．２５％者
7208381000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度３公厘及以上但小於４．７５公厘，以重量計含碳量０．６％及以上者
7208382000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度３公厘及以上但小於４．７５公厘，以重量計含碳量０．２５％及以上但小於０．６％者
7208383000 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度３公厘及以上但小於４．７５公厘，以重量計含碳量小於０．２５％者
7208391010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度１．５公厘及以上但小於３公厘，以重量計含碳量０．６％及以上者
7208391020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度小於１．５公厘，以重量計含碳量０．６％及以上者
7208392010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度１．５公厘及以上但小於３公厘，以重量計含碳量０．２５％及以上但小於０．６％者
7208392020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度小於１．５公厘，以重量計含碳量０．２５％及以上但小於０．６％者
7208393010 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度１．５公厘及以上但小於３公厘，以重量計含碳量小於０．２５％者
7208393020 其他熱軋之鐵或非合金鋼扁軋製品，捲盤狀，厚度小於１．５公厘，以重量計含碳量小於０．２５％者
7208401000 熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度５０公厘及以上，經軋壓凸紋者
7208402110 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度４．７５公厘及以上，但小於５０公厘者
7208402120 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度３公厘及以上，但小於４．７５公厘者
7208402910 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度小於３公厘，經軋壓凸紋者
7208402990 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，經軋壓凸紋者
7208511010 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度５０公厘及以上，以重量計含碳量０．６％及以上者
7208511020 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度５０公厘及以上，以重量計含碳量０．２５％及以上但小於０．６％者
7208511030 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度５０公厘及以上，以重量計含碳量小於０．２５％者
7208512000 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度未達５０公厘但超過１０公厘，以重量計含碳量０．６％及以上者
7208513000 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度未達５０公厘但超過１０公厘，以重量計含碳量０．２５％及以上但小於０．６％者
7208514000 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度未達５０公厘但超過１０公厘，以重量計含碳量小於０．２５％者
7208521010 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度４．７５公厘及以上但不超過６公厘，以重量計含碳量０．６％及以上者
7208521020 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度６公厘及以上但不超過１０公厘，以重量計含碳量０．６％及以上者
7208522010 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度４．７５公厘及以上但不超過６公厘，以重量計含碳量０．２５％及以上但小於０．６％者
7208522020 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度６公厘及以上但不超過１０公厘，以重量計含碳量０．２５％及以上但小於０６％者
7208523010 其他熱軋之鐵或非合金鋼扁軋製品，非捲盤狀，厚度４．７５公厘及以上，但不超過６公厘，以重量計含碳量小於０．２５％者
